"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Scottish Crossbill","Loxia scotica",N20,"Stanislas Wroza",2021-02-14,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"call, chitters","Type N20 according to the article from Martin & Rochefort ""Scottish (Parrot?) Crossbill""
Bill measurements fine for Scottish Crossbill and the bird arrived in an influx of Scottish Red Crossbills

bird-seen:yes

playback-used:no",,626612,//creativecommons.org/licenses/by-nc-sa/4.0/
"Scottish Crossbill","Loxia scotica","N4,N15,N20","Stanislas Wroza",2021-02-14,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","Type N20 according to the article from Martin & Rochefort ""Scottish (Parrot?) Crossbill""
Bill measurements fine for Scottish Crossbill and the bird arrived in an influx of Scottish Red Crossbills

bird-seen:yes

playback-used:no",,626606,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N7,N10,N11","Stanislas Wroza",2021-10-10,08:30,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","

bird-seen:yes

playback-used:no",,679830,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N7,N11","Stanislas Wroza",2021-10-10,08:30,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","

bird-seen:yes

playback-used:no",,679829,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra",N7,"Stanislas Wroza",2021-10-10,08:30,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","

bird-seen:yes

playback-used:no",,679821,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N7,N10,N11","Stanislas Wroza",2021-10-10,08:30,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","Mainly N11

bird-seen:yes

playback-used:no",,679804,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra",N11,"Stanislas Wroza",2021-03-07,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"alarm call, excitement calls","

bird-seen:yes

playback-used:no",,627517,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra",N6,"Stanislas Wroza",2021-03-07,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,627516,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra",N6,"Stanislas Wroza",2021-02-21,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call, song","

bird-seen:yes

playback-used:no",,626635,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra",N4,"Stanislas Wroza",2021-02-21,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,626632,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra",N4,"Stanislas Wroza",2021-02-21,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,626630,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N4,N15","Stanislas Wroza",2021-02-21,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"flight call","

bird-seen:yes

playback-used:no",,626628,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N4, N6, N15","Stanislas Wroza",2020-07-19,07:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7449,1.754,150,"alarm call, call, flight call","Excitement call N15

bird-seen:yes

playback-used:no",,577404,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N4, N6, N11?, N15","Stanislas Wroza",2020-07-19,07:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7449,1.754,150,"call, flight call","bird-seen:yes

playback-used:no","Spinus spinus",577399,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N3, N4, N5, N6, N8, N11, N15","Stanislas Wroza",2020-06-27,12:00,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7426,1.7586,170,"flight call","Crazy medley

bird-seen:yes

playback-used:no",,572005,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N11, N10","Stanislas Wroza",2019-12-28,09:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"alarm call, interaction calls","

playback-used:no",,522644,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N11, N10","Stanislas Wroza",2019-12-28,09:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","

playback-used:no",,522639,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N11, N10","Stanislas Wroza",2019-12-28,09:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","

bird-seen:yes

playback-used:no",,522630,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N10, N11","Stanislas Wroza",2019-12-31,12:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"call, flight call","

bird-seen:yes

playback-used:no",,519521,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red Crossbill","Loxia curvirostra","N10, N11","Stanislas Wroza",2019-12-31,12:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"call, flight call","

bird-seen:yes

playback-used:no",,519520,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Stanislas Wroza",2021-09-03,07:00,"Davron, Yvelines, Île-de-France",France,48.8659,1.9428,110,"call, raspy call","

bird-seen:yes

playback-used:no",,672865,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Tanguy Loïs",2021-02-04,13:00,"Raizeux, Yvelines, Île-de-France",France,48.6312,1.6872,130,call,"

bird-seen:yes

playback-used:no",,619525,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"flight call","

bird-seen:yes

playback-used:no",,556840,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"call, flight call, flight calls at the end","

bird-seen:yes

playback-used:no",,556835,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,call,"

bird-seen:yes

playback-used:no",,556828,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"flight call","

bird-seen:yes

playback-used:no",,556818,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Stanislas Wroza",2018-02-18,08:00,"Gambaiseuil, Yvelines, Île-de-France",France,48.7549,1.725,150,"flight call","Sound trap

bird-seen:no

playback-used:no","Coccothraustes coccothraustes",535826,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Goldfinch","Carduelis carduelis",,"Stanislas Wroza",2019-09-14,08:30,"Aerodrome of Toussus-le-Noble (near  Toussus-le-Noble), Yvelines, Île-de-France",France,48.7568,2.1152,150,"flight call, simple call","

bird-seen:yes

playback-used:no","Emberiza citrinella",526958,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Serin","Serinus serinus",,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"buzz, call, flight call, tsip","

bird-seen:yes

playback-used:no",,606437,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Serin","Serinus serinus",,"Stanislas Wroza",2020-11-28,08:00,"Herblay, Val-d'Oise, Île-de-France",France,48.9823,2.1633,20,"buzz, call, flight call, interaction calls, nasal call","

bird-seen:yes

playback-used:no",,606435,//creativecommons.org/licenses/by-nc-sa/4.0/
"European Serin","Serinus serinus",,"julien Rochefort",2013-09-05,08:30,"Forêt de Sénart (near  Montgeron), Essonne, Île-de-France",France,48.6825,2.4771,80,"flight call","Classic calls in flight. 

bird-seen:yes

playback-used:no",,147109,//creativecommons.org/licenses/by-nc-sa/3.0/
"Eurasian Siskin","Spinus spinus",,"julien Rochefort",2006-02-28,07:35,"Forêt de Sénart (near  Draveil), Essonne, Île-de-France",France,48.6741,2.4511,90,"flight call","

bird-seen:yes

playback-used:no",,633561,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Siskin","Spinus spinus",,"Stanislas Wroza",2021-03-07,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"Huge flock, flight call","

bird-seen:yes

playback-used:no",,627540,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Siskin","Spinus spinus",,"Stanislas Wroza",2021-03-07,08:00,"Saint-Léger-en-Yvelines, Yvelines, Île-de-France",France,48.7386,1.7174,130,"birds chasing each other, flight call, mimicry/imitation","

bird-seen:yes

playback-used:no",,627533,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Siskin","Spinus spinus",,"Stanislas Wroza",2021-01-31,08:00,"Arbonne-la-Forêt, Seine-et-Marne, Île-de-France",France,48.3956,2.5802,80,"Huge flock, flight call","

bird-seen:yes

playback-used:no",,618995,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Siskin","Spinus spinus",,"Stanislas Wroza",2020-01-25,09:00,"Dampierre-en-Yvelines, Yvelines, Île-de-France",France,48.7129,1.9794,100,"call, flight call, song","

bird-seen:yes

playback-used:no",,522603,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Siskin","Spinus spinus",,"Stanislas Wroza",2019-12-30,08:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"flight call, social calls","

bird-seen:yes

playback-used:no",,519537,//creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Siskin","Spinus spinus",,"Stanislas Wroza",2018-03-25,08:30,"Gambaiseuil, Yvelines, Île-de-France",France,48.7439,1.7016,130,"call, flight call, imitation of Richard's Pipit, mimicry","

bird-seen:yes

playback-used:no",,407315,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"""plik"", birds chasing each other, flight call","

bird-seen:yes

playback-used:no",,556812,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"""plik"", birds chasing each other, flight call","

bird-seen:yes

playback-used:no",,556804,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-05-08,09:00,"Chavenay, Yvelines, Île-de-France",France,48.841,1.9769,130,"birds chasing each other, flight call, plik, trill","

bird-seen:yes

playback-used:no",,556801,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-05-02,11:00,"Chavenay, Yvelines, Île-de-France",France,48.8422,1.9785,130,"birds interacting in flight, flight call, plik","

bird-seen:yes

playback-used:no",,553180,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-05-02,11:00,"Chavenay, Yvelines, Île-de-France",France,48.8422,1.9785,130,"flight call, plik","

bird-seen:yes

playback-used:no",,553176,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-03-17,07:00,"Villepreux, Yvelines, Île-de-France",France,48.8441,2.0031,80,song,"

bird-seen:yes

playback-used:no",,535406,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-01-18,09:00,"Corbreuse, Essonne, Île-de-France",France,48.4767,1.9342,150,"flight call","

bird-seen:yes

playback-used:no",,522169,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",,"Stanislas Wroza",2020-01-18,09:00,"Corbreuse, Essonne, Île-de-France",France,48.4767,1.9342,150,"excited series of flight calls, flight call","

bird-seen:yes

playback-used:no",,522167,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",calandra,"julien Rochefort",2016-03-11,09:00,"Prunay-sur-Essonne, Essonne, Île-de-France",France,48.352,2.3572,110,call,"Calls on ground by a male. 

bird-seen:yes

playback-used:no",,307771,//creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Bunting","Emberiza calandra",calandra,"julien Rochefort",2013-09-08,10:30,"Prunay-sur-Essonne, Essonne, Île-de-France",France,48.352,2.3572,110,"flight call","One then two and four birds calling in flight. This call is very discreet!

bird-seen:yes

playback-used:no",,147413,//creativecommons.org/licenses/by-nc-sa/3.0/
Yellowhammer,"Emberiza citrinella",,"Tanguy Loïs",2021-04-04,08:00,"Saint-Lucien, Yvelines, Île-de-France",France,48.6404,1.6493,150,call,"

bird-seen:yes

playback-used:no",,635916,//creativecommons.org/licenses/by-nc-sa/4.0/
Yellowhammer,"Emberiza citrinella",,"Tanguy Loïs",2020-06-13,10:00,"Saint-Lucien, Yvelines, Île-de-France",France,48.6404,1.6493,150,"alarm call, call","

bird-seen:yes

playback-used:no",,567833,//creativecommons.org/licenses/by-nc-sa/4.0/
Yellowhammer,"Emberiza citrinella",,"Stanislas Wroza",2018-11-24,09:00,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"call, flight call","

bird-seen:yes

playback-used:no",,538401,//creativecommons.org/licenses/by-nc-sa/4.0/
Yellowhammer,"Emberiza citrinella",,"Stanislas Wroza",2020-03-17,07:00,"Villepreux, Yvelines, Île-de-France",France,48.8441,2.0031,80,"flight call","

bird-seen:yes

playback-used:no",,535405,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Stanislas Wroza",2021-03-07,08:00,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"""metallicl song"", song","

bird-seen:yes

playback-used:no",,627270,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Stanislas Wroza",2021-03-07,08:00,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"""sleigh bell song"", song","

bird-seen:yes

playback-used:no",,627263,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Stanislas Wroza",2020-05-18,06:00,"Fontainebleau, Seine-et-Marne, Île-de-France",France,48.3914,2.5971,130,"resonant song, song","

bird-seen:yes

playback-used:no",,560335,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Stanislas Wroza",2020-03-14,07:30,"Moisson, Yvelines, Île-de-France",France,49.0699,1.6524,30,"alarm call, flight call","

bird-seen:yes

playback-used:no",,535471,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Stanislas Wroza",2020-02-22,07:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,song,"

bird-seen:yes

playback-used:no",,529990,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Tanguy Loïs",2020-02-21,09:30,"Saint-Hilarion, Yvelines, Île-de-France",France,48.6401,1.7324,170,song,"

bird-seen:yes

playback-used:no",,528947,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Stanislas Wroza",2019-02-23,08:00,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"alarm call, call, conflict call, flight call","

bird-seen:yes

playback-used:no",,458931,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"Stanislas Wroza",2019-02-23,08:00,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"alarm call, call, flight call","

bird-seen:yes

playback-used:no",,458930,//creativecommons.org/licenses/by-nc-sa/4.0/
"Cirl Bunting","Emberiza cirlus",,"julien Rochefort",2013-08-23,08:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"begging call, juvenile","This juvenile stays always dissimulated in a bush.

bird-seen:no

playback-used:no","Turdus merula",146341,//creativecommons.org/licenses/by-nc-sa/3.0/
"Cirl Bunting","Emberiza cirlus",,"julien Rochefort",2013-08-23,08:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"call, female","Short calls. On the ground and then fying away. Female. 

bird-seen:yes

playback-used:no",,146340,//creativecommons.org/licenses/by-nc-sa/3.0/
"Cirl Bunting","Emberiza cirlus",,"julien Rochefort",2013-08-23,08:30,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,"call, female","Short calls and then flying away, and two series of agressive calls, 0:12 (see too for agressive calls XC128730).

bird-seen:yes

playback-used:no",,146339,//creativecommons.org/licenses/by-nc-sa/3.0/
"Little Bunting","Emberiza pusilla",,"julien Rochefort",2008-09-15,08:00,"Forêt Domaniale des Trois Pignons (near  Arbonne-la-Forêt), Seine-et-Marne, Île-de-France",France,48.3941,2.577,70,call,"In  migratory flight.

bird-seen:yes

playback-used:no",,143540,//creativecommons.org/licenses/by-nc-sa/3.0/
"Common Reed Bunting","Emberiza schoeniclus",,"Stanislas Wroza",2021-01-07,08:00,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"""tchi-ouit"", call","

bird-seen:yes

playback-used:no",,613702,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Reed Bunting","Emberiza schoeniclus",,"Stanislas Wroza",2020-10-13,19:30,"Gif-sur-Yvette, Essonne, Île-de-France",France,48.7027,2.1156,70,"call, nasal buzz","

bird-seen:yes

playback-used:no",,595054,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Reed Bunting","Emberiza schoeniclus",,"Stanislas Wroza",2020-06-26,21:30,"Forêt Domaniale de Rambouillet (near  Gambaiseuil), Yvelines, Île-de-France",France,48.7426,1.7586,170,"simple song, song","

bird-seen:yes

playback-used:no",,572013,//creativecommons.org/licenses/by-nc-sa/4.0/
"Common Reed Bunting","Emberiza schoeniclus",,"Stanislas Wroza",2020-01-18,09:00,"Corbreuse, Essonne, Île-de-France",France,48.4767,1.9342,150,"""tsiuu"" call, call","

bird-seen:yes

playback-used:no",,522161,//creativecommons.org/licenses/by-nc-sa/4.0/
